,ἀτρύμων,a,aps---cn3n,ἀτρύμων ἀτρύμων ἀτρύμον,ἀτρύμων,0
17323,α17055,ἀφίδρυμα,n,n-s---nn3t,ἀφιδρύματος,ἀφίδρυμα,0
17324,α17056,ἀφίδρυσις,n,n-s---fn3v,ἀφιδρυσέως,ἀφίδρυσις,0
17373,α17105,ἀφιλοτιμία,n,n-s---fn1l,ἀφιλοτιμίας,ἀφιλοτιμία,0
17374,α17106,ἀφιλότιμος,a,aps---cn2-,ἀφιλότιμος ἀφιλότιμος ἀφιλότιμον,ἀφιλότιμος,0
17423,α17156,ἀφολκή,n,n-s---fn1e,ἀφολκῆς,ἀφολκή,0
17425,α17158,ἀφομιλέω,v,----------,,ἀφομιλέω,0
17474,α17207,ἀφραστύς,n,n-s---fn3v,ἀφραστύος,ἀφραστύς,0
17475,α17250,ἀφρᾶτον,n,n-s---nn2-,ἀφράτου,ἀφρᾶτον,0
17476,α17208,ἄφρενος,a,aps---cn2-,ἄφρενος ἄφρενος ἄφρενον,ἄφρενος,0
17526,α17244,ἀφροτόκος,a,aps---cn2-,ἀφροτόκος ἀφροτόκος ἀφροτόκον,ἀφροτόκος,0
17527,α17245,ἀφρουρέω,v,----------,,ἀφρουρέω,0
17579,α17300,ἀφύσσω,v,----------,,ἀφύσσω,0
17668,α17378,ἀχθέω,v,----------,,ἀχθέω,0
17669,α17379,ἀχθηδών,n,n-s---fn3n,ἀχθηδόνος,ἀχθηδών,0
17670,α17380,ἀχθήεις,a,----------,,ἀχθήεις,0
17671,α17381,ἀχθήμων,a,aps---cn3n,ἀχθήμων ἀχθήμων ἀχθήμον,ἀχθήμων,0
17672,α17382,ἀχθηρής,a,aps---cn5s,ἀχθηρής ἀχθηρής ἀχθηρές,ἀχθηρής,0
17673,α17383,ἀχθηρός,a,aps---cn2-,ἀχθηρός ἀχθηρός ἀχθηρόν,ἀχθηρός,0
17674,α17384,ἀχθηφορέω,v,----------,,ἀχθηφορέω,0
17675,α17385,ἀχθίζω,v,----------,,ἀχθίζω,0
17676,α17386,ἄχθομαι,v,----------,,ἄχθομαι,0
17677,α17387,ἄχθος,n,n-s---nn3v,ἄχθεος,ἄχθος,0
17678,α17388,ἀχθοφορέω,v,----------,,ἀχθοφορέω,0
17679,α17389,ἀχθοφορία,n,n-s---fn1l,ἀχθοφορίας,ἀχθοφορία,0
17680,α17390,ἀχθοφόρος,a,aps---cn2-,ἀχθοφόρος ἀχθοφόρος ἀχθοφόρον,ἀχθοφόρος,0
17681,α17391,ἄχι,n,----------,,ἄχι,0
17682,α17392,ἀχίαστος,a,----------,,ἀχίαστος,0
17684,,Ἀχιλλεύς,n,,,Ἀχιλλεύς,0
17685,α17393,ἄχιλος,a,aps---cn2-,ἄχιλος ἄχιλος ἄχιλον,ἄχιλος,0
17686,α17394,ἀχιόνιστος,a,aps---cn2-,ἀχιόνιστος ἀχιόνιστος ἀχιόνιστον,ἀχιόνιστος,0
17687,α17395,ἀχίτων,n,----------,,ἀχίτων,0
17637,α17352,ἀχείματος,a,aps---cn2-,ἀχείματος ἀχείματος ἀχείματον,ἀχείματος,0
17639,α17354,ἀχείμων,a,aps---cn3n,ἀχείμων ἀχείμων ἀχείμον,ἀχείμων,0
17690,α17398,ἀχλάς,n,n-s---fn3d,ἀχλάδος,ἀχλάς,0
17692,α17400,ἀχλύνω,v,----------,,ἀχλύνω,0
17694,α17402,ἀχλυόπεζα,n,n-s---fn1s,ἀχλυόπεζας,ἀχλυόπεζα,0
17695,α17403,ἀχλυόω,v,----------,,ἀχλυόω,0
17696,α17404,ἀχλύς,n,n-s---fn3v,ἀχλύος,ἀχλύς,0
17697,α17405,ἄχλυσις,n,n-s---fn3v,ἀχλυσέως,ἄχλυσις,0
17698,α17406,ἀχλύω,v,----------,,ἀχλύω,0
17700,α17408,ἀχνάζω,v,----------,,ἀχνάζω,0
17701,α17409,ἄχνη,n,n-s---fn1e,ἄχνης,ἄχνη,0
17702,α17410,ἀχνηκώς,n,----------,,ἀχνηκώς,0
17703,α17411,ἄχνοος,a,aps---cn2-,ἄχνοος ἄχνοος ἄχνοον,ἄχνοος,0
17704,α17412,ἀχνοῦχος,n,n-s---mn2-,ἀχνούχου,ἀχνοῦχος,0
17705,α17413,ἄχνυμαι,v,----------,,ἄχνυμαι,0
17706,α17414,ἀχνύς,n,n-s---fn3v,ἀχνύος,ἀχνύς,0
17707,α17415,ἀχνώδης,a,aps---cn3s,ἀχνώδης ἀχνώδης ἀχνώ͂δες,ἀχνώδης,0
17709,α17417,ἄχομαι,v,----------,,ἄχομαι,0
17710,α17418,ἄχονδρος,a,aps---cn2-,ἄχονδρος ἄχονδρος ἄχονδρον,ἄχονδρος,0
17711,α17419,ἄχορδος,a,aps---cn2-,ἄχορδος ἄχορδος ἄχορδον,ἄχορδος,0
17713,α17421,ἀχορηγησία,n,n-s---fn1l,ἀχορηγησίας,ἀχορηγησία,0
17714,α17422,ἀχορήγητος,a,aps---cn2-,ἀχορήγητος ἀχορήγητος ἀχορήγητον,ἀχορήγητος,0
17715,α17423,ἄχορος,a,aps---cn2-,ἄχορος ἄχορος ἄχορον,ἄχορος,0
17717,α17425,ἄχος,n,n-s---nn3s,,ἄχος,0
17718,α17426,ἆχος,n,----------,,ἆχος,0
17719,α17427,ἀχράαντος,n,----------,,ἀχράαντος,0
17720,α17428,ἀχράδινος,n,----------,,ἀχράδινος,0
17721,,Ἀχραδούσιος,n,----------,,Ἀχραδούσιος,0
17722,α17429,ἀχραής,a,aps---cn3s,ἀχραής ἀχραής ἀχραές,ἀχραής,0
17723,α17430,ἀχρανής,a,aps---cn5s,ἀχρανής ἀχρανής ἀχρανές,ἀχρανής,0
17725,α17432,ἀχράς,n,n-s---fn3d,ἀχράδος,ἀχράς,0
17726,α17433,ἀχρεία,n,n-s---fn1l,ἀχρείας,ἀχρεία,0
17727,α17434,ἀχρειόγελως,n,----------,,ἀχρειόγελως,0
17729,α17441,ἀχρεῖος,a,aps---mn1-,,ἀχρεῖος,0
17731,α17437,ἀχρειότης,n,n-s---fn3t,ἀχρειότητος,ἀχρειότης,0
17732,α17438,ἀχρειόω,v,----------,,ἀχρειόω,0
17733,α17439,ἀχρεοκόπητος,a,aps---cn2-,ἀχρεοκόπητος ἀχρεοκόπητος ἀχρεοκόπητον,ἀχρεοκόπητος,0
17734,α17440,ἄχρεος,a,aps---cn2-,ἄχρεος ἄχρεος ἄχρεον,ἄχρεος,0
17735,α17442,ἀχρήεις,a,aps---mn4i,ἀχρήεις ἀχρήεσσα ἀχρήεν,ἀχρήεις,0
17736,α17443,ἀχρηματέω,v,----------,,ἀχρηματέω,0
17737,α17444,ἀχρηματία,n,n-s---fn1l,ἀχρηματίας,ἀχρηματία,0
17738,α17445,ἀχρημάτιστος,a,----------,,ἀχρημάτιστος,0
17740,α17447,ἀχρημονέω,v,----------,,ἀχρημονέω,0
17689,α17397,ἄχλαινος,a,aps---cn2-,ἄχλαινος ἄχλαινος ἄχλαινον,ἄχλαινος,0
17743,α17450,ἀχρησία,n,n-s---fn1l,ἀχρησίας,ἀχρησία,0
17745,α17452,ἀχρησιμότης,n,n-s---fn3t,ἀχρησιμότητος,ἀχρησιμότης,0
17746,α17453,ἀχρηστεύω,v,----------,,ἀχρηστεύω,0
17747,α17454,ἀχρηστέω,v,----------,,ἀχρηστέω,0
17748,α17455,ἀχρηστία,n,n-s---fn1l,ἀχρηστίας,ἀχρηστία,0
17749,α17456,ἀχρηστολογέω,v,----------,,ἀχρηστολογέω,0
17751,α17458,ἀχρηστόω,v,----------,,ἀχρηστόω,0
17752,α17459,ἄχρι,r,rp--------,ἄχρι,ἄχρι,0
17753,α17461,ἀχροέω,v,----------,,ἀχροέω,0
17756,α17464,ἀχρονοτριβής,a,aps---cn5s,ἀχρονοτριβής ἀχρονοτριβής ἀχρονοτριβές,ἀχρονοτριβής,0
17757,α17465,ἄχροος,a,aps---cn2-,ἄχροος ἄχροος ἄχροον,ἄχροος,0
17758,α17466,ἄχρυσος,a,aps---cn2-,ἄχρυσος ἄχρυσος ἄχρυσον,ἄχρυσος,0
17759,α17467,ἀχρωμάτιστος,a,----------,,ἀχρωμάτιστος,0
17760,α17468,ἀχρώματος,a,aps---cn2-,ἀχρώματος ἀχρώματος ἀχρώματον,ἀχρώματος,0
17761,α17469,ἄχρωμος,a,aps---cn2-,ἄχρωμος ἄχρωμος ἄχρωμον,ἄχρωμος,0
17762,α17470,ἄχρως,n,----------,,ἄχρως,0
17763,α17471,ἄχρωστος,a,aps---cn2-,ἄχρωστος ἄχρωστος ἄχρωστον,ἄχρωστος,0
17765,α17473,ἄχυ,n,----------,,ἄχυ,0
17766,α17474,ἀχυλία,n,n-s---fn1l,ἀχυλίας,ἀχυλία,0
17767,α17475,ἄχυλος,a,aps---cn2-,ἄχυλος ἄχυλος ἄχυλον,ἄχυλος,0
17769,α17477,ἄχυμος,a,aps---cn2-,ἄχυμος ἄχυμος ἄχυμον,ἄχυμος,0
17770,α17478,ἀχύμωτος,a,aps---cn2-,ἀχύμωτος ἀχύμωτος ἀχύμωτον,ἀχύμωτος,0
17771,α17479,ἀχύνετος,a,----------,,ἀχύνετος,0
17772,α17480,ἀχύνωψ,n,----------,,ἀχύνωψ,0
17773,α17481,ἀχυραγωγός,n,----------,,ἀχυραγωγός,0
17774,α17482,ἀχυράριος,n,n-s---mn2-,ἀχυραρίου,ἀχυράριος,0
17775,α17483,ἀχυρηγέω,v,----------,,ἀχυρηγέω,0
17776,α17484,ἀχυρικὸν,n,----------,,ἀχυρικὸν,0
17778,α17486,ἀχύριος,n,n-s---mn2-,ἀχυρίου,ἀχύριος,0
17779,α17502,ἀχυρῖτις,n,n-s---fn3d,ἀχυρίτιδος,ἀχυρῖτις,0
17780,α17487,ἀχυρμιά,n,n-s---fn1l,ἀχυρμιᾶς,ἀχυρμιά,0
17782,α17489,ἀχυρμός,n,n-s---mn2-,ἀχυρμού,ἀχυρμός,0
17783,α17490,ἀχυροβολών,n,----------,,ἀχυροβολών,0
17785,α17492,ἀχυροθήκη,n,n-s---fn1e,ἀχυροθήκης,ἀχυροθήκη,0
17786,α17493,ἄχυρον,n,n-s---nn2-,ἀχύρου,ἄχυρον,0
17787,α17494,ἀχυροπαροχία,n,n-s---fn1l,ἀχυροπαροχίας,ἀχυροπαροχία,0
17788,α17495,ἀχυροπράκτωρ,n,n-s---mn3r,ἀχυροπράκτορος,ἀχυροπράκτωρ,0
17789,α17496,ἀχυρός,n,----------,,ἀχυρός,0
17790,α17497,ἀχυρότριψ,n,----------,,ἀχυρότριψ,0
17791,α17498,ἀχυρόω,v,----------,,ἀχυρόω,0
17793,α17500,ἀχυροών,n,n-s---mn3n,ἀχυροῶνος,ἀχυροών,0
17742,α17449,ἀχρήμων,a,aps---cn3n,ἀχρήμων ἀχρήμων ἀχρήμον,ἀχρήμων,0
17797,α17505,ἄχω,n,----------,,ἄχω,0
17798,α17506,ἀχώ,n,----------,,ἀχώ,0
17799,α17507,ἀχώνευτος,a,aps---cn2-,ἀχώνευτος ἀχώνευτος ἀχώνευτον,ἀχώνευτος,0
17800,α17508,ἄχωρ,n,n-s---mn3r,,ἄχωρ,0
17801,α17509,ἀχωρέω,v,----------,,ἀχωρέω,0
17802,α17510,ἀχωριστέω,v,----------,,ἀχωριστέω,0
17805,α17513,ἄχωρος,a,aps---cn2-,ἄχωρος ἄχωρος ἄχωρον,ἄχωρος,0
17806,α17514,ἀχωρώδης,a,----------,,ἀχωρώδης,0
17807,α17515,ἄχωστος,a,aps---cn2-,ἄχωστος ἄχωστος ἄχωστον,ἄχωστος,0
17808,α17516,ἄψ,r,----------,,ἄψ,0
17809,α17517,ἀψάκειν,n,----------,,ἀψάκειν,0
17810,α17518,ἀψάλακτος,a,----------,,ἀψάλακτος,0
17811,α17519,ἀψάμαθος,a,aps---cn2-,ἀψάμαθος ἀψάμαθος ἀψάμαθον,ἀψάμαθος,0
17812,α17520,ἀψαυστέω,v,----------,,ἀψαυστέω,0
17813,α17521,ἀψαυστί,r,----------,,ἀψαυστί,0
17814,α17522,ἀψαυστία,n,n-s---fn1l,ἀψαυστίας,ἀψαυστία,0
17816,α17524,ἀψεγής,a,aps---cn5s,ἀψεγής ἀψεγής ἀψεγές,ἀψεγής,0
17818,α17526,ἀψεύδεια,n,n-s---fn1s,ἀψεύδειας,ἀψεύδεια,0
17819,α17529,ἀψευδία,n,----------,,ἀψευδία,0
17820,α17527,ἀψευδέω,v,----------,,ἀψευδέω,0
17822,α17530,ἀψευδόμαντις,a,----------,,ἀψευδόμαντις,0
17823,α17531,ἀψευστέω,v,----------,,ἀψευστέω,0
17824,α17532,ἄψευστος,a,aps---cn2-,ἄψευστος ἄψευστος ἄψευστον,ἄψευστος,0
17825,α17533,ἀψεφέω,v,----------,,ἀψεφέω,0
17826,α17534,ἀψεφής,a,aps---cn5s,ἀψεφής ἀψεφής ἀψεφές,ἀψεφής,0
17827,α17535,ἄψηκτος,a,aps---cn2-,ἄψηκτος ἄψηκτος ἄψηκτον,ἄψηκτος,0
17828,α17536,ἀψηλάφητος,a,----------,,ἀψηλάφητος,0
17830,α17538,ἄψηφος,a,aps---cn2-,ἄψηφος ἄψηφος ἄψηφον,ἄψηφος,0
17832,α17540,ἁψιδοειδής,a,aps---cn5s,ἁψιδοειδής ἁψιδοειδής ἁψιδοειδές,ἁψιδοειδής,0
17833,α17541,ἁψιδόομαι,v,----------,,ἁψιδόομαι,0
17834,α17542,ἁψιδωτός,a,aps---cn2-,ἁψιδωτός ἁψιδωτός ἁψιδωτόν,ἁψιδωτός,0
17835,α17543,ἁψικάρδιος,a,aps---cn2-,ἁψικάρδιος ἁψικάρδιος ἁψικάρδιον,ἁψικάρδιος,0
17836,α17544,ἁψικορία,n,n-s---fn1l,ἁψικορίας,ἁψικορία,0
17837,α17545,ἁψίκορος,a,aps---cn2-,ἁψίκορος ἁψίκορος ἁψίκορον,ἁψίκορος,0
17838,α17546,ἁψιμαχέω,v,----------,,ἁψιμαχέω,0
17839,α17547,ἁψιμαχία,n,n-s---fn1l,ἁψιμαχίας,ἁψιμαχία,0
17842,α17550,ἁψιμισία,n,n-s---fn1l,ἁψιμισίας,ἁψιμισία,0
17843,α17554,ἀψινθᾶτον,n,n-s---nn2-,ἀψινθάτου,ἀψινθᾶτον,0
17844,α17551,ἀψίνθινος,a,aps---mn1-,ἀψίνθινος ἀψινθίνη ἀψίνθινον,ἀψίνθινος,0
17845,α17552,ἀψίνθιον,n,n-s---nn2-,ἀψινθίου,ἀψίνθιον,0
17904,β00006,βαβαί,r,----------,,βαβαί,0
17796,α17504,ἄχυτος,a,aps---cn2-,ἄχυτος ἄχυτος ἄχυτον,ἄχυτος,0
17848,α17555,ἅψις,n,----------,,ἅψις,0
17849,α17557,ἄψογος,a,aps---cn2-,ἄψογος ἄψογος ἄψογον,ἄψογος,0
17852,α17560,ἅψος,n,n-s---nn3v,ἅψεος,ἅψος,0
17853,α17561,ἀψοφητί,r,----------,,ἀψοφητί,0
17855,α17563,ἀψοφία,n,n-s---fn1l,ἀψοφίας,ἀψοφία,0
17856,α17564,ἄψοφος,a,aps---cn2-,ἄψοφος ἄψοφος ἄψοφον,ἄψοφος,0
17858,α17566,ἀψυθής,a,aps---cn5s,ἀψυθής ἀψυθής ἀψυθές,ἀψυθής,0
17859,α17567,ἄψυκτος,a,aps---cn2-,ἄψυκτος ἄψυκτος ἄψυκτον,ἄψυκτος,0
17860,α17568,ἀψυχαγώγητος,a,aps---cn2-,ἀψυχαγώγητος ἀψυχαγώγητος ἀψυχαγώγητον,ἀψυχαγώγητος,0
17861,α17569,ἀψυχεί,r,----------,,ἀψυχεί,0
17862,α17570,ἀψυχέω,v,----------,,ἀψυχέω,0
17863,α17571,ἀψυχία,n,n-s---fn1l,ἀψυχίας,ἀψυχία,0
17864,α17572,ἀψυχοποιός,a,aps---cn2-,ἀψυχοποιός ἀψυχοποιός ἀψυχοποιόν,ἀψυχοποιός,0
17865,α17573,ἄψυχος,a,aps---cn2-,ἄψυχος ἄψυχος ἄψυχον,ἄψυχος,0
17866,α17574,ἄω,v,----------,,ἄω,0
17867,α17575,ἄω,n,----------,,ἄω,0
17868,α17576,ἄω,v,----------,,ἄω,0
17869,α17577,ἀώδης,a,aps---cn3s,ἀώδης ἀώδης ἀώ͂δες,ἀώδης,0
17870,α17578,ἀωδυνεῖν,v,----------,,ἀωδυνεῖν,0
17871,α03134,ἀῶθεν,r,----------,,ἀῶθεν,0
17873,α17580,ἀώιος,n,----------,,ἀώιος,0
17874,,ᾀών,n,----------,,ᾀών,0
17875,α17581,ἀών,v,----------,,ἀών,0
17876,α17582,ἄωρ,n,----------,,ἄωρ,0
17877,α17583,ἀωρέω,v,----------,,ἀωρέω,0
17878,α17584,ἀωρί,r,----------,,ἀωρί,0
17879,α17585,ἀωρία,n,n-s---fn1l,ἀωρίας,ἀωρία,0
17881,α17587,ἀώριος,a,aps---mn1-,ἀώριος ἀώρια ἀώριον,ἀώριος,0
17883,α17589,ἀωροθάνατος,a,----------,,ἀωροθάνατος,0
17885,α17591,ἀωρόλειος,a,aps---cn2-,ἀωρόλειος ἀωρόλειος ἀωρόλειον,ἀωρόλειος,0
17886,α17592,ἀωρόμορος,a,aps---cn2-,ἀωρόμορος ἀωρόμορος ἀωρόμορον,ἀωρόμορος,0
17888,α17596,ἄωρος,a,----------,,ἄωρος,0
17889,α17594,ἄωρος,a,aps---cn2-,ἄωρος ἄωρος ἄωρον,ἄωρος,0
17890,α17595,ἄωρος,n,n-s---mn2-,ἀώρου,ἄωρος,0
17891,α17597,ἀωροσύνη,n,n-s---fn1e,ἀωροσύνης,ἀωροσύνη,0
17892,α17598,ἀωρότοκος,a,aps---cn2-,ἀωρότοκος ἀωρότοκος ἀωρότοκον,ἀωρότοκος,0
17893,α17599,ἄωρτο,n,----------,,ἄωρτο,0
17894,α17600,ἅως,n,----------,,ἅως,0
17895,,Ἀώς,n,----------,,Ἀώς,0
17896,,Ἀωσφόρος,n,n-s---mn2-,Ἀωσφόρου,Ἀωσφόρος,0
17897,α17601,ἀωτέω,v,----------,,ἀωτέω,0
17898,α17602,ἀωτίζομαι,v,----------,,ἀωτίζομαι,0
17899,α17603,ἄωτον,n,n-s---nn2-,ἀώτου,ἄωτον,0
17900,α17604,ἄωτος,a,aps---cn2-,ἄωτος ἄωτος ἄωτον,ἄωτος,0
17901,β00001,β,l,----------,,β,0
17902,β00002,βᾶ,n,----------,,βᾶ,0
17847,α17556,ἁψίς,n,n-s---fn3d,,ἁψίς,0
17907,β00009,βαβάκτης,n,----------,,βαβάκτης,0
17908,β00010,βάβαξ,n,n-s---mn3v,βάβακος,βάβαξ,0
17910,β00012,βαβίζω,v,----------,,βαβίζω,0
17911,β00013,βάβιον,n,n-s---nn2-,βαβίου,βάβιον,0
17912,β00014,βαβράζω,v,----------,,βαβράζω,0
17913,β00015,βάβρηκες,n,----------,,βάβρηκες,0
17914,β00016,βαβυκώς,n,----------,,βαβυκώς,0
17915,,Βαβυλών,n,,,Βαβυλών,0
17916,β00018,βάγμα,n,n-s---nn3t,βάγματος,βάγμα,0
17917,β00019,βαγώας,n,----------,,βαγώας,0
17918,β00020,βάδην,r,rp--------,βάδην,βάδην,0
17919,β00021,βαδίζω,v,v1spia--1-,,βαδίζω,0
17920,β00022,βάδιλλος,n,n-s---mn2-,βαδίλλου,βάδιλλος,0
17921,β00023,βάδιον,n,n-s---nn2-,βαδίου,βάδιον,0
17922,β00024,βάδισις,n,----------,,βάδισις,0
17925,β00027,βαδισμός,n,----------,,βαδισμός,0
17926,β00028,βαδιστέον,v,----------,,βαδιστέον,0
17928,β00030,βαδιστής,n,n-s---mn1e,βαδιστού,βαδιστής,0
17931,β00033,βάδος,n,n-s---mn2-,βάδου,βάδος,0
17932,,Βαδρόμιος,n,----------,,Βαδρόμιος,0
17933,β00034,βαδύς,n,----------,,βαδύς,0
17934,β00035,βάζω,v,----------,,βάζω,0
17935,β00036,βαθίων,n,----------,,βαθίων,0
17936,β00037,βαθμηδόν,r,----------,,βαθμηδόν,0
17937,β00038,βαθμίς,n,----------,,βαθμίς,0
17939,β00040,βαθμός,n,----------,,βαθμός,0
17940,β00041,βαθμώδης,n,----------,,βαθμώδης,0
17941,β00042,βαθόημι,n,----------,,βαθόημι,0
17942,β00043,βάθος,n,n-s---nn3t,βάθεος,βάθος,0
