8,ὑλονόμος,a,aps---cn2-,ὑλονόμος ὑλονόμος ὑλονόμον,,,,,0
30514,ε04497,ἐκλεαίνω,v,----------,,,,,,0
30520,ε04503,ἐκλεικτικός,a,aps---mn1-,ἐκλεικτικός ἐκλεικτική ἐκλεικτικόν,,,,,0
30531,ε04514,ἐκλεκτικός,a,aps---fn1-,ἐκλεκτικός ἐκλεκτική ἐκλεκτικόν,,,,,0
30545,ε04528,ἐκλέπω,v,----------,,,,,,0
30552,ε04535,ἐκλήπτωρ,n,n-s---mn3r,ἐκλήπτορος,,,,,0
30573,ε04555,ἐκλιχμάομαι,v,----------,,,,,,0
30580,ε04562,ἐκλόγισις,n,n-s---fn3v,ἐκλογισέως,,,,,0
30588,ε04569,ἔκλογος,a,aps---cn2-,ἔκλογος ἔκλογος ἔκλογον,,,,,0
30600,ε04583,ἔκλυσις,n,n-s---fn3v,ἐκλυσέως,,,,,0
30608,ε04591,ἐκλωβάομαι,v,----------,,,,,,0
30626,ε04609,ἐκμαργόομαι,v,----------,,,,,,0
30633,ε04616,ἐκμάσσατο,a,----------,,,,,,0
30640,ε04623,ἐκμείρομαι,v,----------,,,,,,0
30650,ε04633,ἐκμέτρησις,n,n-s---fn3v,ἐκμετρήσεως,,,,,0
30659,ε04642,ἐκμιμέομαι,v,----------,,,,,,0
30669,ε04652,ἐκμοχλεία,n,n-s---fn1l,ἐκμοχλείας,,,,,0
30686,ε04669,ἐκνεασμός,n,----------,,,,,,0
30693,ε04676,ἔκνευσις,n,n-s---fn3v,ἐκνευσέως,,,,,0
30703,ε04686,ἔκνηψις,n,n-s---fn3v,ἐκνηψέως,,,,,0
30712,ε04695,ἔκνοια,n,n-s---fn1s,ἔκνοιας,,,,,0
30722,ε04705,ἐκξιφίζομαι,v,----------,,,,,,0
30729,ε04712,ἑκουσιάζομαι,v,----------,,,,,,0
30731,ε04714,ἑκούσιος,a,aps---mn1-,ἑκούσιος ἑκούσια ἑκούσιον,,aps---cn2-=ἑκούσιος aps---cn2-=ἑκούσιος aps---nn2-=ἑκούσιον,,,0
30741,ε04729,ἐκπαιφάσσω,v,----------,,,,,,0
30748,ε04736,ἐκπαλής,a,aps---cn5s,ἐκπαλής ἐκπαλής ἐκπαλές,,,,,0
30758,ε04746,ἐκπαρθενεύω,v,----------,,,,,,0
30767,ε04755,ἐκπαφλασμός,n,----------,,,,,,0
30775,ε04763,ἐκπεμπτέος,a,aps---mn1-,ἐκπεμπτέος ἐκπεμπτέα ἐκπεμπτέον,,,,,0
30785,ε04773,ἐκπερατόομαι,v,----------,,,,,,0
30799,ε04787,ἐκπεριτρέχω,v,----------,,,,,,0
30810,ε04798,ἐκπεύθομαι,v,----------,,,,,,0
30817,ε04805,ἐκπηδητικός,a,aps---mn1-,ἐκπηδητικός ἐκπηδητική ἐκπηδητικόν,,,,,0
30829,ε04817,ἐκπιεστός,a,aps---mn1-,ἐκπιεστός ἐκπιεστή ἐκπιεστόν,,,,,0
30841,ε04829,ἐκπίτνω,v,----------,,,,,,0
30858,ε04846,ἐκπλήγνυμι,v,----------,,,,,,0
30865,ε04853,ἐκπλήρωμα,n,n-s---nn3t,ἐκπληρώματος,,,,,0
30875,ε04863,ἔκπλυσις,n,n-s---fn3v,ἐκπλυσέως,,,,,0
30885,ε04873,ἔκπνοος,a,aps---cn2-,ἔκπνοος ἔκπνοος ἔκπνοον,,ἔκπνους ἔκπνους ἔκπνουν,,,0
30895,ε04883,ἐκπολεμιστής,n,n-s---mn1e,ἐκπολεμιστού,,,,,0
30907,ε04895,ἐκπορεύω,v,----------,,,,/ek.po.reú̯.ɔː/,,0
30916,ε04904,ἐκπόρπισις,n,n-s---fn3v,ἐκπορπισέως,,,,,0
30925,ε04913,ἐκπρεμνίζω,v,----------,,,,,,0
30936,ε04924,ἔκπρισις,n,n-s---fn3v,ἐκπρισέως,,,,,0
30942,ε04930,ἐκπρόθεσμος,a,aps---cn2-,ἐκπρόθεσμος ἐκπρόθεσμος ἐκπρόθεσμον,,,,,0
30954,ε04942,ἐκπροτιμάω,v,----------,,,,,,0
30977,ε04965,ἐκπυνθάνομαι,v,----------,,,,,,0
30984,ε04972,ἔκπυρος,a,aps---cn2-,ἔκπυρος ἔκπυρος ἔκπυρον,,,,,0
30995,ε04983,ἔκπωτις,n,n-s---fn3d,ἐκπώτιδος,,,,,0
31003,ε04991,ἐκρευματιστέον,v,----------,,,,,,0
31016,ε05005,ἐκρινίζω,v,----------,,,,,,0
31026,ε05015,ἐκροίζησις,n,n-s---fn3v,ἐκροιζησέως,,,,,0
31038,ε05027,ἐκσαλεύω,v,----------,,,,,,0
31046,ε05035,ἐκσεμνύνω,v,----------,,,,,,0
31052,ε05042,ἐκσηπτόομαι,v,----------,,,,,,0
31061,ε05051,ἔκσκευος,a,aps---cn2-,ἔκσκευος ἔκσκευος ἔκσκευον,,,,,0
31072,ε05062,ἐκσπερματίζω,v,----------,,,,,,0
31090,ε05080,ἐκστράτευμα,n,n-s---nn3t,ἐκστρατεύματος,,,,,0
31099,ε05089,ἐκστρώννυμι,v,----------,,,,,,0
31106,ε05096,ἐκσφραγίζομαι,v,----------,,,,,,0
31118,ε05107,ἐκταθήσομαι,v,----------,,,,,,0
31124,ε05112,ἐκταμιεύομαι,v,----------,,,,,,0
31148,ε05137,ἐκτεκταίνομαι,v,----------,,,,,,0
31156,ε05145,ἐκτένεια,n,n-s---fn1s,ἐκτένειας,,,,,0
31164,ε05153,ἐκτέφρωσις,n,n-s---fn3v,ἐκτεφρωσέως,,,,,0
31175,ε05163,ἐκτιθηνέω,v,----------,,,,,,0
31184,ε05172,ἔκτιμος,a,aps---cn2-,ἔκτιμος ἔκτιμος ἔκτιμον,,,,,0
31210,ε05198,ἐκτομάς,n,n-s---fn3d,ἐκτομάδος,,,,,0
31220,ε05208,ἐκτοπίζω,v,----------,,,,,,0
31224,ε05212,ἐκτοπιστικός,a,aps---mn1-,ἐκτοπιστικός ἐκτοπιστική ἐκτοπιστικόν,,,,,0
31245,ε05233,ἐκτραχηλίζω,v,----------,,,,,,0
31257,ε05245,ἔκτριμμα,n,n-s---nn3t,ἐκτρίμματος,,,,,0
31264,ε05252,ἔκτροπος,a,aps---cn2-,ἔκτροπος ἔκτροπος ἔκτροπον,,,,,0
31279,ε05267,ἐκτρωματιαῖος,a,----------,,,,,,0
31286,ε05274,ἐκτύλωσις,n,n-s---fn3v,ἐκτυλωσέως,,,,,0
31295,ε05283,ἐκτυπωτός,a,aps---mn1-,ἐκτυπωτός ἐκτυπωτή ἐκτυπωτόν,,,,,0
31324,ε05312,ἐκφάτνισμα,n,n-s---nn3t,ἐκφατνίσματος,,,,,0
31333,ε05321,ἐκφευκτικός,a,aps---mn1-,ἐκφευκτικός ἐκφευκτική ἐκφευκτικόν,,,,,0
31344,ε05332,ἐκφλεγματόομαι,v,----------,,,,,,0
31355,ε05344,ἐκφόβημα,n,n-s---nn3t,ἐκφοβήματος,,,,,0
31368,ε05357,ἐκφορικός,a,aps---mn1-,ἐκφορικός ἐκφορική ἐκφορικόν,,,,,0
31378,ε05367,ἐκφρασείδιον,n,n-s---nn2-,ἐκφρασειδίου,,,,,0
31390,ε05379,ἔκφρων,a,aps---cn3n,ἔκφρων ἔκφρων ἔκφρον,,,,,0
31398,ε05387,ἐκφυλλοφόρησις,n,n-s---fn3v,ἐκφυλλοφορησέως,,,,,0
31414,ε05402,ἐκχαλάω,v,----------,,,,,,0
31428,ε05416,ἐκχλευάζω,v,----------,,,,,,0
31436,ε05424,ἐκχορδόομαι,v,----------,,,,,,0
31443,ε05431,ἐκχρησμῳδέω,v,----------,,,,,,0
31451,ε05439,ἐκχύμωμα,n,n-s---nn3-,ἐκχυμώματα,,,/ekʰ.kʰy̌ː.mɔː.sis/,,0
31463,ε05452,ἐκχώρησις,n,n-s---fn3v,ἐκχωρησέως,,,,,0
31474,ε05464,ἐλαίαγνος,n,n-s---mn2-,ἐλαιάγνου,,,,,0
31487,ε05475,ἐλαιοβαφής,a,aps---cn5s,ἐλαιοβαφής ἐλαιοβαφής ἐλαιοβαφές,,,,,0
31498,ε05486,ἐλαιοθέτης,n,n-s---mn1e,ἐλαιοθέτου,,,,,0
31505,ε05493,ἐλαιοκόμιον,n,n-s---nn2-,ἐλαιοκομίου,,,,,0
31514,ε05502,ἐλαιοπάροχος,n,n-s---mn2-,ἐλαιοπαρόχου,,,,,0
31519,ε05507,ἐλαιόπρῳρος,a,aps---cn2-,ἐλαιόπρῳρος ἐλαιόπρῳρος ἐλαιόπρῳρον,,,,,0
31531,ε05519,ἐλαιότρυγον,n,n-s---nn2-,ἐλαιοτρύγου,,,,,0
31537,ε05524,ἐλαιοφανής,a,aps---cn5s,ἐλαιοφανής ἐλαιοφανής ἐλαιοφανές,,,,,0
31546,ε05533,ἐλαιόχροος,a,aps---cn2-,ἐλαιόχροος ἐλαιόχροος ἐλαιόχροον,,ἐλαιόχρους ἐλαιόχρους ἐλαιόχρουν,,,0
31563,ε05550,ἐλαιωνικός,a,aps---mn1-,ἐλαιωνικός ἐλαιωνική ἐλαιωνικόν,,,,,0
31588,ε05575,ἐλάσσωμα,n,n-s---nn3t,ἐλασσώματος,,,,,0
31597,ε05584,ἐλάτειρα,n,----------,,,,,,0
31604,ε05591,ἐλατικός,a,aps---mn1-,ἐλατικός ἐλατική ἐλατικόν,,,,,0
31616,ε05603,ἐλαττωμάτιον,n,n-s---nn2-,ἐλαττωματίου,,,,,0
31626,ε05613,ἐλαφηβόλος,a,aps---cn2-,ἐλαφηβόλος ἐλαφηβόλος ἐλαφηβόλον,,,,,0
31639,ε05626,ἐλαφοσσοί̈α,n,n-s---fn1l,ἐλαφοσσοί̈ας,,,,,0
31648,ε05635,ἐλαφροτοκία,n,n-s---fn1l,ἐλαφροτοκίας,,,,,0
31657,ε05644,ἐλαχυπτέρυξ,n,----------,,,,,,0
31671,ε05657,ἐλεγεία,n,----------,,,,,,0
31675,ε05661,ἐλεγειογράφος,n,n-s---mn2-,ἐλεγειογράφου,,,,,0
31683,ε05668,ἐλεγκτικός,a,aps---mn1-,ἐλεγκτικός ἐλεγκτική ἐλεγκτικόν,,,,,0
31698,ε05684,ἑλεδώνη,n,n-s---fn1e,ἑλεδώνης,,,,,0
31704,ε05690,ἐλεημοποιός,a,aps---cn2-,ἐλεημοποιός ἐλεημοποιός ἐλεημοποιόν,,,,,0
31715,ε05699,ἑλειογενής,a,aps---cn5s,ἑλειογενής ἑλειογενής ἑλειογενές,,,,,0
31729,ε05714,ἐλελίζω,v,----------,,,,,,0
31733,ε05717,ἐλελίσφακος,n,n-s---mn2-,ἐλελισφάκου,,,,,0
31753,,Ἐλευθεραί,n,----------,,,,/e.leu̯.tʰe.raí̯/,,0
31761,ε05744,ἐλευθεριωτικός,a,aps---mn1-,ἐλευθεριωτικός ἐλευθεριωτική ἐλευθεριωτικόν,,,,,0
31768,ε05751,ἐλευθεροπρεπής,a,aps---cn5s,ἐλευθεροπρεπής ἐλευθεροπρεπής ἐλευθεροπρεπές,,,,,0
31781,,Ἐλευσίνιος,a,aps---mn1-,Ἐλευσίνιος Ἐλευσίνια Ἐλευσίνιον,,aps---cn2-=Ἐλευσίνιος aps---cn2-=Ἐλευσίνιος aps---nn2-=Ἐλευσίνιον,,,0
31790,ε05770,ἐλεφάντειος,a,aps---cn2-,ἐλεφάντειος ἐλεφάντειος ἐλεφάντειον,,,,,0
31800,ε05780,ἐλεφαντόβοτος,a,aps---cn2-,ἐλεφαντόβοτος ἐλεφαντόβοτος ἐλεφαντόβοτον,,,,,0
31811,ε05792,ἐλεφαντουργική,n,n-s---fn1e,ἐλεφαντουργικῆς,,,,,0
31820,ε05800,ἐλεφαντωτός,a,aps---mn1-,ἐλεφαντωτός ἐλεφαντωτή ἐλεφαντωτόν,,,,,0
31845,ε05824,ἑλικοδρόμος,a,aps---cn2-,ἑλικοδρόμος ἑλικοδρόμος ἑλικοδρόμον,,,,,0
31856,ε05835,ἑλικώδης,a,aps---cn3s,ἑλικώδης ἑλικώδης ἑλικώ͂δες,,,,,0
31872,ε05847,ἕλιξις,n,n-s---fn3v,ἑλίξιος,,,,,0
31876,ε05851,ἑλίτροχος,a,aps---cn2-,ἑλίτροχος ἑλίτροχος ἑλίτροχον,,,,,0
31893,ε05868,ἕλκιμος,a,aps---cn2-,ἕλκιμος ἕλκιμος ἕλκιμον,,,,,0
31904,ε05879,ἕλκυσις,n,n-s---fn3v,ἑλκυσέως,,,,,0
31910,ε05885,ἑλκυστήριος,a,aps---mn1-,ἑλκυστήριος ἑλκυστήρια ἑλκυστήριον,,,,,0
31924,,Ἑλλαδικός,a,aps---mn1-,Ἑλλαδικός Ἑλλαδική Ἑλλαδικόν,,,,,0
31937,ε05904,ἑλλεβοριάω,v,----------,,,,,,0
31962,,Ἑλληνάρχης,n,n-s---mn1e,Ἑλληνάρχου,,,,,0
31970,,Ἑλληνογαλάται,n,----------,,,,,,0
31975,,Ἑλληνοτρωοφθόρος,a,aps---cn2-,Ἑλληνοτρωοφθόρος Ἑλληνοτρωοφθόρος Ἑλληνοτρωοφθόρον,,,,,0
31986,ε05931,ἐλλιμενικός,a,aps---mn1-,ἐλλιμενικός ἐλλιμενική ἐλλιμενικόν,,,,,0
32006,ε05950,ἐλλοπίης,n,n-s---mn1e,ἐλλοπίου,,,,,0
32016,ε05960,ἔλλυπος,a,aps---cn2-,ἔλλυπος ἔλλυπος ἔλλυπον,,,,,0
32027,ε05970,ἑλμινθοβότανον,n,n-s---nn2-,ἑλμινθοβοτάνου,,,,,0
32039,ε05982,ἐλπιδοποιέω,v,----------,,,,,,0
32045,ε05988,ἐλπιστικός,a,aps---mn1-,ἐλπιστικός ἐλπιστική ἐλπιστικόν,,,,,0
32075,ε06015,ἐμβαδικός,a,aps---cn2-,ἐμβαδικός ἐμβαδικός ἐμβαδικόν,,,,,0
32087,ε06028,ἔμβαμμα,n,n-s---nn3t,ἐμβάμματος,,,,,0
32095,ε06036,ἐμβασικοίτας,n,n-s---mn1a,ἐμβασικοίτου,,,,,0
32106,ε06046,ἐμβατήρ,n,n-s---mn3r,ἐμβατῆρος,,,,,0
32124,ε06064,ἐμβίωσις,n,n-s---fn3v,ἐμβιωσέως,,,,,0
32134,ε06074,ἔμβλημα,n,n-s---nn3t,ἐμβλήματος,,,,,0
32141,ε06081,ἔμβοθρος,a,aps---cn2-,ἔμβοθρος ἔμβοθρος ἔμβοθρον,,,,,0
32154,ε06093,ἐμβολοδέτης,n,n-s---mn1e,ἐμβολοδέτου,,,,,0
32383,ε06324,ἐμπειρέω,v,----------,,,,,,0
32178,ε06119,ἐμβρίμημα,n,n-s---nn3t,ἐμβριμήματος,,,,,0
32187,ε06128,ἐμβρόχθιος,a,aps---cn2-,ἐμβρόχθιος ἐμβρόχθιος ἐμβρόχθιον,,,,,0
32199,ε06140,ἐμβρυοτομία,n,n-s---fn1l,ἐμβρυοτομίας,,,,,0
32206,ε06147,ἐμβρωμάτιον,n,n-s---nn2-,ἐμβρωματίου,,,,,0
32229,ε06171,ἐμετοποιός,a,aps---cn2-,ἐμετοποιός ἐμετοποιός ἐμετοποιόν,,,,,0
32246,ε06187,ἐμμάρτυρος,a,aps---cn2-,ἐμμάρτυρος ἐμμάρτυρος ἐμμάρτυρον,,,,,0
32257,ε06198,ἐμμελέτημα,n,n-s---nn3t,ἐμμελετήματος,,,,,0
32266,ε06207,ἐμμενετός,a,aps---mn1-,ἐμμενετός ἐμμενετή ἐμμενετόν,,,/em.me.ne.tós/,,0
32283,ε06224,ἔμμηνος,a,aps---cn2-,ἔμμηνος ἔμμηνος ἔμμηνον,,,,,0
32297,ε06238,ἔμμονος,a,aps---cn2-,ἔμμονος ἔμμονος ἔμμονον,,,,,0
32307,ε06248,ἐμμυχατεύειν,n,----------,,,,,,0
32318,ε06259,ἐμπαιγμονή,n,n-s---fn1e,ἐμπαιγμονῆς,,,,,0
32328,ε06269,ἔμπαισμα,n,n-s---nn3t,ἐμπαίσματος,,,,,0
32339,ε06280,ἐμπάμων,a,aps---cn3n,ἐμπάμων ἐμπάμων ἐμπάμον,,,,,0
32346,ε06287,ἐμπαράσκευος,a,aps---cn2-,ἐμπαράσκευος ἐμπαράσκευος ἐμπαράσκευον,,,,,0
32360,ε06301,ἐμπαστῆρας,n,----------,,,,,,0
32367,ε06308,ἐμπέδιος,a,aps---cn2-,ἐμπέδιος ἐμπέδιος ἐμπέδιον,,,,,0
32375,ε06316,ἐμπεδοσθενής,a,aps---cn5s,ἐμπεδοσθενής ἐμπεδοσθενής ἐμπεδοσθενές,,,,,0
33739,ε07671,ἑνίγυιος,a,aps---cn2-,ἑνίγυιος ἑνίγυιος ἑνίγυιον,,,,,0
33753,ε07685,ἐνικάτθανε,n,----------,,,,,,0
33760,ε07692,ἑνικός,a,aps---mn1-,ἑνικός ἑνική ἑνικόν,,,,,0
33773,ε07705,ἐνιππάζομαι,v,----------,,,,,,0
33782,ε07714,ἔνισον,r,----------,,,,,,0
33809,ε07744,ἐνναέτηρος,a,aps---cn2-,ἐνναέτηρος ἐνναέτηρος ἐνναέτηρον,,,,,0
33821,ε07756,ἐνναυπηγέομαι,v,----------,,,,,,0
33826,ε07761,ἐννεάγωνος,a,aps---cn2-,ἐννεάγωνος ἐννεάγωνος ἐννεάγωνον,,,,,0
33835,ε07770,ἐννεακαιδεκαετηρίς,n,n-s---fn3d,ἐννεακαιδεκαετηρίδος,,,,,0
33856,ε07791,ἐννεάμυκλος,a,aps---cn2-,ἐννεάμυκλος ἐννεάμυκλος ἐννεάμυκλον,,,,,0
33867,ε07802,ἐννεασύλλαβος,a,aps---cn2-,ἐννεασύλλαβος ἐννεασύλλαβος ἐννεασύλλαβον,,,,,0
33878,ε07814,ἐννεάχωρος,a,aps---cn2-,ἐννεάχωρος ἐννεάχωρος ἐννεάχωρον,,,,,0
33885,ε07820,ἐννεμέσιμος,a,aps---cn2-,ἐννεμέσιμος ἐννεμέσιμος ἐννεμέσιμον,,,,,0
33896,ε07831,ἔννευμα,n,n-s---nn3t,ἐννεύματος,,,,,0
33904,ε07837,ἐννήρης,a,aps---cn3s,ἐννήρης ἐννήρης ἐννή͂ρες,,,,,0
33916,ε07849,ἐννοητικός,a,aps---mn1-,ἐννοητικός ἐννοητική ἐννοητικόν,,,,,0
33927,ε07858,ἐννοσίφυλλος,a,aps---cn2-,ἐννοσίφυλλος ἐννοσίφυλλος ἐννοσίφυλλον,,,,,0
33956,ε07888,ἐνοικέτις,n,n-s---fn3d,ἐνοικέτιδος,,,,,0
33966,ε07899,ἐνοίκιος,a,aps---cn2-,ἐνοίκιος ἐνοίκιος ἐνοίκιον,,,,,0
33976,ε07908,ἔνοινος,a,aps---cn2-,ἔνοινος ἔνοινος ἔνοινον,,,,,0
33983,ε07916,ἐνομήρης,a,aps---cn3s,ἐνομήρης ἐνομήρης ἐνομή͂ρες,,,,,0
34000,ε07933,ἐνόπτρισις,n,n-s---fn3v,ἐνοπτρισέως,,,,,0
34013,ε07946,ἐνορμίζω,v,----------,,,,,,0
34020,ε07953,ἐνορχέομαι,v,----------,,,,,,0
34031,ε07964,ἔνουλα,n,n-p---nn2-,ἐνούλων,,,,,0
34035,ε07968,ἐνουράνιος,a,aps---cn2-,ἐνουράνιος ἐνουράνιος ἐνουράνιον,,,,,0
34046,ε07979,ἐνοφθαλμισμός,n,----------,,,,,,0
34056,ε07989,ἔνοχος,a,aps---cn2-,ἔνοχος ἔνοχος ἔνοχον,,,/é.no.kʰos/,,0
34069,ε08002,ἔνριζος,a,aps---cn2-,ἔνριζος ἔνριζος ἔνριζον,,,,,0
34077,ε08013,ἔνσαρκος,a,aps---cn2-,ἔνσαρκος ἔνσαρκος ἔνσαρκον,,,,,0
34090,ε08026,ἔνσηστρον,n,n-s---nn2-,ἐνσήστρου,,,,,0
34096,ε08032,ἐνσκέπαρνος,a,aps---cn2-,ἐνσκέπαρνος ἐνσκέπαρνος ἐνσκέπαρνον,,,,,0
34107,ε08043,ἐνσκίμπτω,v,----------,,,,,,0
34113,ε08048,ἔνσομφος,a,aps---cn2-,ἔνσομφος ἔνσομφος ἔνσομφον,,,,,0
34123,ε08058,ἔνσπερμος,a,aps---cn2-,ἔνσπερμος ἔνσπερμος ἔνσπερμον,,,,,0
34136,ε08071,ἐνστάτης,n,n-s---mn1e,ἐνστάτου,,,,,0
34144,ε08079,ἐνστίζομαι,v,----------,,,,,,0
34150,ε08085,ἐνστρατοπεδεύω,v,----------,,,,,,0
34164,ε08099,ἐνσφονδύλια,n,n-p---nn2-,ἐνσφονδυλίων,,,,,0
34174,ε08109,ἐνσωματίζω,v,----------,,,,,,0
34180,ε08115,ἐνταγής,a,aps---cn5s,ἐνταγής ἐνταγής ἐνταγές,,,,,0
34187,ε08123,ἐνταμίευτος,a,aps---cn2-,ἐνταμίευτος ἐνταμίευτος ἐνταμίευτον,,,,,0
34204,ε08139,ἐνταφιάζω,v,----------,,,,,,0
34208,ε08143,ἐνταφιαστικός,a,aps---mn1-,ἐνταφιαστικός ἐνταφιαστική ἐνταφιαστικόν,,,,,0
34227,ε08163,ἐντελευτάω,v,----------,,,,,,0
34236,ε08172,ἐντεμένιος,a,aps---cn2-,ἐντεμένιος ἐντεμένιος ἐντεμένιον,,,,,0
34247,ε08183,ἐντεροειδής,a,aps---cn5s,ἐντεροειδής ἐντεροειδής ἐντεροειδές,,,,,0
34256,ε08192,ἐντεσιεργός,a,aps---cn2-,ἐντεσιεργός ἐντεσιεργός ἐντεσιεργόν,,,,,0
34270,ε08205,ἔντεφρος,a,aps---cn2-,ἔντεφρος ἔντεφρος ἔντεφρον,,,,,0
34284,ε08219,ἔντιμος,a,aps---cn2-,ἔντιμος ἔντιμος ἔντιμον,,,,,0
