φ01352,φιλοπροσηγορία,n,n-s---fn1l,φιλοπροσηγορίας,φιλοπροσηγορία,0
111042,ψ00326,ψέφος,n,n-s---nn3v,ψέφεος,ψέφος,0
111043,ψ00327,ψέφω,v,----------,,ψέφω,0
111044,ψ00328,ψέω,v,----------,,ψέω,0
111045,ψ00115,ψῆγμα,n,n-s---nn3t,ψήγματος,ψῆγμα,0
111046,ψ00330,ψηγμάτιον,n,n-s---nn2-,ψηγματίου,ψηγμάτιον,0
111047,ψ00331,ψηκεδών,n,n-s---fn3n,ψηκεδόνος,ψηκεδών,0
111048,ψ00336,ψηκτὸς,n,----------,,ψηκτὸς,0
111049,ψ00332,ψήκτρα,n,n-s---fn1l,ψήκτρας,ψήκτρα,0
111050,ψ00335,ψηκτρίς,n,----------,,ψηκτρίς,0
111052,ψ00334,ψηκτρίον,n,----------,,ψηκτρίον,0
111053,ψ00337,ψηλαφάω,v,----------,,ψηλαφάω,0
111055,ψ00339,ψηλάφησις,n,n-s---fn3v,ψηλαφησέως,ψηλάφησις,0
111056,ψ00340,ψηλαφητέον,n,----------,,ψηλαφητέον,0
111057,ψ00341,ψηλαφητής,n,n-s---mn1e,ψηλαφητού,ψηλαφητής,0
111058,ψ00342,ψηλαφητικῶς,r,----------,,ψηλαφητικῶς,0
111061,ψ00345,ψηλαφίζω,v,----------,,ψηλαφίζω,0
111063,ψ00347,ψηλαφώδης,a,aps---cn3s,ψηλαφώδης ψηλαφώδης ψηλαφώ͂δες,ψηλαφώδης,0
111064,ψ00348,ψημύθιον,n,----------,,ψημύθιον,0
111065,ψ00349,ψήν,n,----------,,ψήν,0
111066,ψ00350,ψηνίζω,v,----------,,ψηνίζω,0
111067,ψ00351,ψηνός,n,----------,,ψηνός,0
111068,ψ00490,ψῆξις,n,n-s---fn3v,ψήξεως,ψῆξις,0
111069,ψ00352,ψήρ,n,n-s---mn3d,,ψήρ,0
111070,ψ00353,ψηροπυρίτας,n,----------,,ψηροπυρίτας,0
111072,ψ00355,ψησσίον,n,n-s---nn2-,ψησσίου,ψησσίον,0
111073,ψ00526,ψῆττα,n,n-s---fn1s,ψῆττης,ψῆττα,0
111076,ψ00358,ψηττόποδες,n,----------,,ψηττόποδες,0
111077,ψ00359,ψηφάς,n,n-s---mn3d,ψηφάδος,ψηφάς,0
111078,ψ00360,ψηφηφορέω,v,----------,,ψηφηφορέω,0
111079,ψ00361,ψηφίδιον,n,n-s---nn2-,ψηφιδίου,ψηφίδιον,0
111082,ψ00364,ψηφίζω,v,----------,,ψηφίζω,0
111083,ψ00365,ψηφικός,a,aps---mn1-,ψηφικός ψηφική ψηφικόν,ψηφικός,0
111084,ψ00366,ψήφινος,a,aps---cn2-,ψήφινος ψήφινος ψήφινον,ψήφινος,0
111085,ψ00367,ψηφίον,n,n-s---nn2-,ψηφίου,ψηφίον,0
111086,ψ00368,ψηφίς,n,n-s---fn3d,ψηφῖδος,ψηφίς,0
111087,ψ00369,ψήφισις,n,n-s---fn3v,ψηφισέως,ψήφισις,0
111091,ψ00373,ψηφισμός,n,----------,,ψηφισμός,0
111093,ψ00375,ψηφιστής,n,n-s---mn1e,ψηφιστού,ψηφιστής,0
111094,ψ00376,ψηφοβόλον,n,n-s---nn2-,ψηφοβόλου,ψηφοβόλον,0
111095,ψ00377,ψηφοειδής,a,aps---cn5s,ψηφοειδής ψηφοειδής ψηφοειδές,ψηφοειδής,0
111096,ψ00378,ψηφοθεσμία,n,n-s---fn1l,ψηφοθεσμίας,ψηφοθεσμία,0
111097,ψ00379,ψηφοθέτης,n,n-s---mn1e,ψηφοθέτου,ψηφοθέτης,0
111098,ψ00380,ψηφοθήκη,n,n-s---fn1e,ψηφοθήκης,ψηφοθήκη,0
111099,ψ00381,ψηφοκλέπτης,n,n-s---mn1e,ψηφοκλέπτου,ψηφοκλέπτης,0
111101,ψ00383,ψηφολογέω,v,----------,,ψηφολογέω,0
111103,ψ00385,ψηφολογικός,a,aps---mn1-,ψηφολογικός ψηφολογική ψηφολογικόν,ψηφολογικός,0
111104,ψ00386,ψηφολόγος,a,aps---cn2-,ψηφολόγος ψηφολόγος ψηφολόγον,ψηφολόγος,0
111105,ψ00387,ψηφοπαικτέω,v,----------,,ψηφοπαικτέω,0
111106,ψ00388,ψηφοπαίκτης,n,n-s---mn1e,ψηφοπαίκτου,ψηφοπαίκτης,0
111107,ψ00389,ψηφοπαιξία,n,n-s---fn1l,ψηφοπαιξίας,ψηφοπαιξία,0
111110,ψ00685,ψῆφος,n,n-s---fn2-,ψήφου,ψῆφος,0
111111,ψ00392,ψηφοφορέω,v,----------,,ψηφοφορέω,0
111112,ψ00393,ψηφοφορία,n,n-s---fn1l,ψηφοφορίας,ψηφοφορία,0
111114,ψ00396,ψηφόω,v,----------,,ψηφόω,0
111115,ψ00397,ψήφων,n,n-s---mn3n,ψήφωνος,ψήφων,0
111116,ψ00398,ψήφωσις,n,n-s---fn3v,ψηφωσέως,ψήφωσις,0
111117,ψ00399,ψηφωτός,a,aps---mn1-,ψηφωτός ψηφωτή ψηφωτόν,ψηφωτός,0
111118,ψ00400,ψηχρός,a,aps---mn1-,ψηχρός ψηχρά ψηχρόν,ψηχρός,0
111119,ψ00401,ψήχω,v,----------,,ψήχω,0
111120,ψ00402,ψιά,n,n-s---fn1l,ψιᾶς,ψιά,0
111121,ψ00403,ψιάζω,v,----------,,ψιάζω,0
111122,ψ00404,ψιαθηδόν,r,----------,,ψιαθηδόν,0
111124,ψ00406,ψιάθιον,n,n-s---nn2-,ψιαθίου,ψιάθιον,0
111126,ψ00408,ψίαθος,n,n-s---mn2-,ψιάθου,ψίαθος,0
111127,ψ00409,ψιαθώδης,a,aps---cn3s,ψιαθώδης ψιαθώδης ψιαθώ͂δες,ψιαθώδης,0
111128,ψ00410,ψιαρός,a,aps---mn1-,ψιαρός ψιαρά ψιαρόν,ψιαρός,0
111129,ψ00411,ψιάς,n,n-s---fn3d,ψιάδος,ψιάς,0
111130,ψ00412,ψιάω,v,----------,,ψιάω,0
111131,ψ00413,ψίδιον,n,n-s---nn2-,ψιδίου,ψίδιον,0
111132,ψ00414,ψίεθος,n,----------,,ψίεθος,0
111133,ψ00415,ψίεντα,n,----------,,ψίεντα,0
111134,ψ00416,ψίζομαι,v,----------,,ψίζομαι,0
111135,ψ00417,ψίζω,v,----------,,ψίζω,0
111137,ψ00419,ψίθυρ,n,----------,,ψίθυρ,0
111138,ψ00420,ψιθύρα,n,n-s---fn1l,ψιθύρας,ψιθύρα,0
111139,ψ00421,ψιθυρίζω,v,----------,,ψιθυρίζω,0
111141,ψ00422,ψιθυρίς,n,----------,,ψιθυρίς,0
111259,ψ00546,ψύθος,n,n-s---nn3v,ψύθεος,ψύθος,0
111146,ψ00428,ψιλαγία,n,n-s---fn1l,ψιλαγίας,ψιλαγία,0
111147,ψ00429,ψιλάγναφος,n,n-s---mn2-,ψιλαγνάφου,ψιλάγναφος,0
111148,ψ00430,ψίλαξ,n,----------,,ψίλαξ,0
111149,ψ00431,ψίλαξ,n,n-s---mn3v,ψίλακος,ψίλαξ,0
111150,ψ00432,ψιλεύς,n,n-s---mn3v,ψιλέως,ψιλεύς,0
111151,ψ00433,ψιλήπλευρα,n,----------,,ψιλήπλευρα,0
111152,ψ00458,ψιλῆται,n,----------,,ψιλῆται,0
111155,ψ00436,ψιλινοποιός,n,----------,,ψιλινοποιός,0
111156,ψ00437,ψίλινος,a,aps---mn1-,ψίλινος ψιλίνη ψίλινον,ψίλινος,0
111157,ψ00438,ψίλιον,n,n-s---nn2-,ψιλίου,ψίλιον,0
111158,ψ00439,ψιλοβάφος,n,n-s---mn2-,ψιλοβάφου,ψιλοβάφος,0
111159,ψ00440,ψιλογραφέω,v,v1spia--2e,,ψιλογραφέω,0
111160,ψ00441,ψιλόδαπις,n,----------,,ψιλόδαπις,0
111162,ψ00443,ψιλοκέρως,n,----------,,ψιλοκέρως,0
111164,ψ00445,ψιλοκορρέω,v,----------,,ψιλοκορρέω,0
111165,ψ00446,ψιλοκόρσης,n,n-s---mn1e,ψιλοκόρσου,ψιλοκόρσης,0
111166,ψ00447,ψιλόκουρος,a,aps---cn2-,ψιλόκουρος ψιλόκουρος ψιλόκουρον,ψιλόκουρος,0
111168,ψ00449,ψιλομετρία,n,n-s---fn1l,ψιλομετρίας,ψιλομετρία,0
111169,ψ00450,ψίλον,n,n-s---nn2-,ψίλου,ψίλον,0
111170,ψ00451,ψιλόπλευρον,n,n-s---nn2-,ψιλοπλεύρου,ψιλόπλευρον,0
111171,ψ00452,ψιλοποιέω,v,v1spia--2e,,ψιλοποιέω,0
111172,ψ00453,ψιλός,a,aps---mn1-,ψιλός ψιλή ψιλόν,ψιλός,0
111173,ψ00454,ψιλόταπις,n,n-s---fn3d,ψιλοτάπιδος,ψιλόταπις,0
111174,ψ00455,ψιλότης,n,n-s---fn3t,ψιλότητος,ψιλότης,0
111176,ψ00457,ψιλόω,v,----------,,ψιλόω,0
111177,ψ00459,ψίλωθρον,n,n-s---nn2-,ψιλώθρου,ψίλωθρον,0
111178,ψ00460,ψίλωμα,n,n-s---nn3t,ψιλώματος,ψίλωμα,0
111180,ψ00462,ψιλωτέον,n,----------,,ψιλωτέον,0
111181,ψ00463,ψιλωτής,n,n-s---mn1e,ψιλωτού,ψιλωτής,0
111183,ψ00465,ψιλωτόν,n,----------,,ψιλωτόν,0
111184,ψ00466,ψιμίθιον,n,----------,,ψιμίθιον,0
111186,ψ00468,ψιμύθιον,n,n-s---nn2-,ψιμυθίου,ψιμύθιον,0
111188,ψ00470,ψιμυθιόω,v,----------,,ψιμυθιόω,0
111189,ψ00471,ψιμυθιστής,n,n-s---mn1e,ψιμυθιστού,ψιμυθιστής,0
111191,ψ00473,ψίμυθος,n,n-s---mn2-,ψιμύθου,ψίμυθος,0
111192,ψ00474,ψιμυθόω,v,----------,,ψιμυθόω,0
111193,ψ00475,ψίν,n,----------,,ψίν,0
111194,ψ00476,ψίνω,v,----------,,ψίνω,0
111195,ψ00477,ψίξ,n,n-s---mn3v,ψιχός,ψίξ,0
111196,ψ00478,ψίσδομαι,v,----------,,ψίσδομαι,0
111197,ψ00479,ψίττα,n,----------,,ψίττα,0
111198,ψ00480,ψιττάζω,v,----------,,ψιττάζω,0
111200,ψ00482,ψιττάκιον,n,n-s---nn2-,ψιττακίου,ψιττάκιον,0
111202,ψ00484,ψιχάρπαξ,n,----------,,ψιχάρπαξ,0
111203,ψ00485,ψιχίδιον,n,n-s---nn2-,ψιχιδίου,ψιχίδιον,0
111204,ψ00486,ψιχίον,n,n-s---nn2-,ψιχίου,ψιχίον,0
111206,ψ00488,ψιχολογέω,v,----------,,ψιχολογέω,0
111207,ψ00489,ψίω,v,----------,,ψίω,0
111208,ψ00492,ψό,n,----------,,ψό,0
111209,ψ00493,ψόα,n,n-s---fn1l,ψόας,ψόα,0
111210,ψ00494,ψόγειος,n,----------,,ψόγειος,0
111212,ψ00496,ψογέω,v,----------,,ψογέω,0
111213,ψ00497,ψογιστής,n,n-s---mn1e,ψογιστού,ψογιστής,0
111214,ψ00498,ψόγος,n,n-s---mn2-,ψόγου,ψόγος,0
111215,ψ00499,ψοθάλλω,v,----------,,ψοθάλλω,0
111216,ψ00500,ψοθοιὸς,n,----------,,ψοθοιὸς,0
111217,ψ00501,ψοθόκη,n,----------,,ψοθόκη,0
111218,ψ00503,ψόθος,n,n-s---mn2-,ψόθου,ψόθος,0
111219,ψ00504,ψοθώα,n,n-s---fn1l,ψοθώας,ψοθώα,0
111220,ψ00505,ψοίθης,n,n-s---mn1e,ψοίθου,ψοίθης,0
111224,ψ00508,ψολόεις,a,----------,,ψολόεις,0
111226,ψ00510,ψόλος,n,n-s---mn2-,ψόλου,ψόλος,0
111227,ψ00511,ψόρος,n,n-s---mn2-,ψόρου,ψόρος,0
111228,ψ00512,ψούδια,n,----------,,ψούδια,0
111229,ψ00513,ψόφαξ,n,----------,,ψόφαξ,0
111230,ψ00514,ψοφεύω,v,----------,,ψοφεύω,0
111231,ψ00515,ψοφέω,v,----------,,ψοφέω,0
111233,ψ00517,ψόφησις,n,n-s---fn3v,ψοφησέως,ψόφησις,0
111234,ψ00518,ψοφητικός,a,aps---mn1-,ψοφητικός ψοφητική ψοφητικόν,ψοφητικός,0
111235,ψ00519,ψοφοδέεια,n,n-s---fn1s,ψοφοδέειας,ψοφοδέεια,0
111236,ψ00520,ψοφοδεής,a,aps---cn5s,ψοφοδεής ψοφοδεής ψοφοδεές,ψοφοδεής,0
111239,ψ00523,ψόφος,n,n-s---mn2-,ψόφου,ψόφος,0
111240,ψ00524,ψοφώδης,a,aps---cn3s,ψοφώδης ψοφώδης ψοφώ͂δες,ψοφώδης,0
111241,ψ00527,ψύα,n,----------,,ψύα,0
111243,ψ00530,ψυαλγικοί,r,----------,,ψυαλγικοί,0
111244,ψ00531,ψυγεῖον,n,n-s---nn2-,ψυγείου,ψυγεῖον,0
111245,ψ00532,ψυγεύς,n,n-s---mn3v,ψυγέως,ψυγεύς,0
111246,ψ00533,ψυγμα,n,n-s---nn3t,ψύγματος,ψυγμα,0
111247,ψ00534,ψυγμοκατάρρους,n,----------,,ψυγμοκατάρρους,0
111248,ψ00535,ψυγμός,n,----------,,ψυγμός,0
111249,ψ00536,ψυγός,n,----------,,ψυγός,0
111250,ψ00537,ψύγω,v,----------,,ψύγω,0
111251,ψ00539,ψύδος,n,----------,,ψύδος,0
111254,ψ00541,ψυδρακόω,v,----------,,ψυδρακόω,0
111255,ψ00542,ψύδραξ,n,n-s---fn3v,ψύδρακος,ψύδραξ,0
111256,ψ00543,ψυδρεύς,n,n-s---mn3v,ψυδρέως,ψυδρεύς,0
111257,ψ00544,ψυδρός,a,aps---mn1-,ψυδρός ψυδρά ψυδρόν,ψυδρός,0
111258,ψ00545,ψυθ,n,----------,,ψυθ,0
111262,ψ00548,ψυκτήρ,n,n-s---mn3r,ψυκτῆρος,ψυκτήρ,0
111263,ψ00549,ψυκτηρίας,n,n-s---mn1a,ψυκτηρίου,ψυκτηρίας,0
111264,ψ00550,ψυκτηρίδιον,n,n-s---nn2-,ψυκτηριδίου,ψυκτηρίδιον,0
111265,ψ00551,ψυκτήριον,n,n-s---nn2-,ψυκτηρίου,ψυκτήριον,0
111266,ψ00552,ψυκτήριος,a,aps---mn1-,ψυκτήριος ψυκτήρια ψυκτήριον,ψυκτήριος,0
111267,ψ00553,ψυκτηρίσκος,n,n-s---mn2-,ψυκτηρίσκου,ψυκτηρίσκος,0
111269,ψ00555,ψύκτρα,n,n-s---fn1l,ψύκτρας,ψύκτρα,0
111270,ψ00556,ψύλλα,n,n-s---fn1s,ψύλλης,ψύλλα,0
111272,ψ00558,ψύλλερις,n,----------,,ψύλλερις,0
111273,ψ00559,ψυλλία,n,n-s---fn1l,ψυλλίας,ψυλλία,0
111274,ψ00560,ψυλλίζω,v,----------,,ψυλλίζω,0
111276,ψ00562,ψυλλιστής,n,----------,,ψυλλιστής,0
111277,ψ00563,ψύλλο,n,----------,,ψύλλο,0
111279,ψ00565,ψύλλος,n,n-s---mn2-,ψύλλου,ψύλλος,0
111280,ψ00566,ψυλλοτοξότης,n,n-s---mn1e,ψυλλοτοξότου,ψυλλοτοξότης,0
111281,ψ00567,ψύλων,n,----------,,ψύλων,0
111282,ψ00491,ψῦξις,n,n-s---fn3v,ψύξεως,ψῦξις,0
111283,ψ00568,ψύρα,n,----------,,ψύρα,0
111284,ψ00569,ψύρος,n,n-s---mn2-,ψύρου,ψύρος,0
111285,ψ00570,ψύττα,n,----------,,ψύττα,0
111286,ψ00571,ψύττω,v,----------,,ψύττω,0
111287,ψ00572,ψυχαγωγέω,v,----------,,ψυχαγωγέω,0
111291,ψ00576,ψυχαγώγιον,n,n-s---nn2-,ψυχαγωγίου,ψυχαγώγιον,0
111292,ψ00577,ψυχαγωγός,a,----------,,ψυχαγωγός,0
111293,ψ00578,ψυχάζω,v,----------,,ψυχάζω,0
111295,ψ00580,ψυχαπάτης,n,n-s---mn1e,ψυχαπάτου,ψυχαπάτης,0
111296,ψ00581,ψυχάριον,n,n-s---nn2-,ψυχαρίου,ψυχάριον,0
111297,ψ00582,ψυχασμός,n,----------,,ψυχασμός,0
111298,ψ00583,ψυχαστής,n,n-s---mn1e,ψυχαστοῦ,ψυχαστής,0
111299,ψ00584,ψυχεινός,a,aps---mn1-,ψυχεινός ψυχεινή ψυχεινόν,ψυχεινός,0
111300,ψ00587,ψυχεῖον,n,n-s---nn2-,ψυχείου,ψυχεῖον,0
111303,ψ00588,ψυχή,n,n-s---fn1e,ψυχῆς,ψυχή,0
111304,ψ00589,ψυχήϊος,a,aps---mn1-,ψυχήϊος ψυχηΐη ψυχήϊον,ψυχήϊος,0
111305,ψ00590,ψυχθρός,n,----------,,ψυχθρός,0
111307,ψ00592,ψυχίζομαι,v,----------,,ψυχίζομαι,0
111308,ψ00593,ψυχικός,a,aps---mn1-,ψυχικός ψυχική ψυχικόν,ψυχικός,0
111309,ψ00594,ψυχινός,a,aps---mn1-,ψυχινός ψυχινή ψυχινόν,ψυχινός,0
111310,ψ00595,ψυχίον,n,n-s---nn2-,ψυχίου,ψυχίον,0
111311,ψ00596,ψυχμός,n,----------,,ψυχμός,0
111312,ψ00597,ψυχογονία,n,n-s---fn1l,ψυχογονίας,ψυχογονία,0
111314,ψ00599,ψυχογόνιμος,a,aps---cn2-,ψυχογόνιμος ψυχογόνιμος ψυχογόνιμον,ψυχογόνιμος,0
111365,ψ00649,ψυχροδοσία,n,n-s---fn1l,ψυχροδοσίας,ψυχροδοσία,0
111316,ψ00601,ψυχοδαϊκτής,n,n-s---mn1e,ψυχοδαϊκτού,ψυχοδαϊκτής,0
111317,ψ00602,ψυχοδοσία,n,n-s---fn1l,ψυχοδοσίας,ψυχοδοσία,0
111318,ψ00603,ψυχοδοτήρ,n,n-s---mn3r,ψυχοδοτῆρος,ψυχοδοτήρ,0
111319,ψ00604,ψυχοειδής,a,aps---cn5s,ψυχοειδής ψυχοειδής ψυχοειδές,ψυχοειδής,0
111321,ψ00606,ψυχόλεθρος,n,n-s---mn2-,ψυχολέθρου,ψυχόλεθρος,0
111322,ψ00607,ψυχολέτης,n,n-s---mn1e,ψυχολέτου,ψυχολέτης,0
111324,ψ00609,ψυχομαντεία,n,n-s---fn1l,ψυχομαντείας,ψυχομαντεία,0
111326,ψ00611,ψυχόμαντις,n,n-s---mn3c,ψυχομάντεως,ψυχόμαντις,0
111327,ψ00612,ψυχομαχέω,v,----------,,ψυχομαχέω,0
111328,ψ00613,ψυχομαχία,n,n-s---fn1l,ψυχομαχίας,ψυχομαχία,0
111330,ψ00615,ψυχοποιία,n,n-s---fn1l,ψυχοποιίας,ψυχοποιία,0
111331,ψ00616,ψυχοποιός,a,aps---cn2-,ψυχοποιός ψυχοποιός ψυχοποιόν,ψυχοποιός,0
111332,ψ00617,ψυχοπομπεῖον,n,n-s---nn2-,ψυχοπομπείου,ψυχοπομπεῖον,0
111333,ψ00618,ψυχοπομπός,a,aps---cn2-,ψυχοπομπός ψυχοπομπός ψυχοπομπόν,ψυχοπομπός,0
111334,ψ00619,ψυχοπονία,n,n-s---fn1l,ψυχοπονίας,ψυχοπονία,0
111335,ψ00620,ψυχοπότης,n,n-s---mn1e,ψυχοπότου,ψυχοπότης,0
111336,ψ00621,ψυχορραγέω,v,----------,,ψυχορραγέω,0
111338,ψ00623,ψυχορραγία,n,n-s---fn1l,ψυχορραγίας,ψυχορραγία,0
111339,ψ00624,ψυχορροφέω,v,----------,,ψυχορροφέω,0
111341,ψ00625,ψυχοσσόος,a,aps---cn2-,ψυχοσσόος ψυχοσσόος ψυχοσσόον,ψυχοσσόος,0
111342,ψ00626,ψυχοστασία,n,n-s---fn1l,ψυχοστασίας,ψυχοστασία,0
111343,ψ00627,ψυχοστόλος,a,aps---cn2-,ψυχοστόλος ψυχοστόλος ψυχοστόλον,ψυχοστόλος,0
111345,ψ00629,ψυχοταμίας,n,n-s---mn1a,ψυχοταμίου,ψυχοταμίας,0
111346,ψ00630,ψυχότροφον,n,n-s---nn2-,ψυχοτρόφου,ψυχότροφον,0
111347,ψ00631,ψυχοτρόφος,a,aps---cn2-,ψυχοτρόφος ψυχοτρόφος ψυχοτρόφον,ψυχοτρόφος,0
111348,ψ00632,ψυχουλκέομαι,v,----------,,ψυχουλκέομαι,0
111349,ψ00633,ψυχουλκός,a,aps---cn2-,ψυχουλκός ψυχουλκός ψυχουλκόν,ψυχουλκός,0
111351,ψ00635,ψυχόω,v,----------,,ψυχόω,0
111352,ψ00636,ψύχρα,n,n-s---fn1l,ψύχρας,ψύχρα,0
111353,ψ00637,ψυχραίνω,v,----------,,ψυχραίνω,0
111355,ψ00639,ψυχρασία,n,n-s---fn1l,ψυχρασίας,ψυχρασία,0
111356,ψ00640,ψύχρευμα,n,n-s---nn3t,ψυχρεύματος,ψύχρευμα,0
111357,ψ00641,ψυχρεύομαι,v,----------,,ψυχρεύομαι,0
111360,ψ00644,ψυχρία,n,n-s---fn1l,ψυχρίας,ψυχρία,0
111361,ψ00645,ψυχρίζω,v,----------,,ψυχρίζω,0
